incident_id,speed_kmh,vehicle_age_years,vehicle_value_inr,occupants,airbag_deployed,collision_type,road_condition,weather,vehicle_type,insurance_type,seatbelt_worn,previous_accidents,driver_age,tyre_condition,collision_enc,road_enc,weather_enc,vehicle_type_enc,tyre_enc,damage_severity,parts_damaged,repair_cost_inr
799,42,0,1800948,3,1,Side,Dry,Clear,SUV,None,0,3,21,Good,1.3,1.0,1.0,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",432200
381,33,20,1636921,5,0,Head-on,Wet,Clear,SUV,Third-party,1,0,37,Good,1.8,1.3,1.0,1.3,1.0,Moderate,"Bumper, Hood",653800
632,85,14,2603554,5,1,Rear-end,Wet,Clear,SUV,None,0,4,66,Bald,1.0,1.3,1.0,1.3,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",995900
382,16,7,2547939,5,0,Head-on,Icy,Snow,Truck,Comprehensive,1,4,35,Good,1.8,1.8,1.4,1.5,1.0,Minor,Bumper,1610000
491,7,13,490706,2,0,Side,Dry,Rain,Sedan,Comprehensive,1,1,18,Worn,1.3,1.0,1.25,1.0,1.15,Minor,Minor scratches,181200
119,32,2,1762073,2,0,Side,Dry,Fog,Hatchback,Comprehensive,1,1,18,Good,1.3,1.0,1.15,0.85,1.0,Moderate,"Bumper, Door Panel",240100
901,33,7,2396952,2,0,Rear-end,Dry,Clear,Sedan,Third-party,1,3,32,Good,1.0,1.0,1.0,1.0,1.0,Moderate,"Bumper, Door Panel",253600
251,97,7,1168374,4,1,Head-on,Dry,Snow,Two-wheeler,Third-party,0,0,22,Good,1.8,1.0,1.4,0.6,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",524000
524,67,20,2917650,5,1,Pole,Wet,Fog,Sedan,Third-party,1,4,43,Good,1.5,1.3,1.15,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",976700
10,92,12,1830891,2,1,Rear-end,Dry,Clear,Sedan,Comprehensive,0,0,67,Bald,1.0,1.0,1.0,1.0,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",505300
197,13,16,1533741,3,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,3,29,Worn,1.8,1.0,1.0,1.0,1.15,Minor,Bumper,464500
604,97,5,1890963,4,1,Side,Dry,Clear,Sedan,Comprehensive,0,1,44,Good,1.3,1.0,1.0,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",527900
82,85,15,1536180,1,1,Side,Icy,Clear,Sedan,Comprehensive,1,0,46,Good,1.3,1.8,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",793000
784,129,3,1628263,3,1,Side,Dry,Fog,Truck,Comprehensive,0,1,60,Good,1.3,1.0,1.15,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1102600
588,38,7,1591627,3,0,Pole,Dry,Clear,SUV,Third-party,1,2,56,Good,1.5,1.0,1.0,1.3,1.0,Moderate,"Bumper, Hood",334900
798,37,6,2692919,4,0,Head-on,Dry,Clear,Hatchback,None,1,3,59,Good,1.8,1.0,1.0,0.85,1.0,Moderate,"Bumper, Hood",381800
240,8,4,2820107,4,1,Rear-end,Dry,Clear,Truck,Third-party,1,0,64,Good,1.0,1.0,1.0,1.5,1.0,Minor,Minor scratches,435100
291,55,6,2542168,4,1,Side,Dry,Rain,Hatchback,Comprehensive,1,3,27,Good,1.3,1.0,1.25,0.85,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",494800
212,114,16,479830,5,1,Head-on,Wet,Snow,Sedan,Comprehensive,1,0,53,Worn,1.8,1.3,1.4,1.0,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1326900
718,72,11,1675807,2,1,Side,Dry,Clear,Two-wheeler,Comprehensive,1,0,52,Worn,1.3,1.0,1.0,0.6,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",266400
360,104,15,804409,1,1,Side,Icy,Clear,Sedan,Comprehensive,1,0,24,Bald,1.3,1.8,1.0,1.0,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1145100
450,113,13,580466,4,1,Rear-end,Gravel,Clear,Sedan,Comprehensive,1,3,51,Good,1.0,1.2,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",437900
228,113,1,1565898,4,1,Rear-end,Dry,Rain,Sedan,Comprehensive,1,2,54,Bald,1.0,1.0,1.25,1.0,1.35,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",694900
951,129,2,2599899,3,1,Pole,Icy,Fog,Two-wheeler,Comprehensive,1,3,49,Worn,1.5,1.8,1.15,0.6,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1257000
947,78,1,1501700,5,1,Rear-end,Dry,Clear,Hatchback,Comprehensive,1,1,30,Good,1.0,1.0,1.0,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",251900
797,115,3,1943312,1,1,Rear-end,Dry,Rain,SUV,Comprehensive,1,3,68,Good,1.0,1.0,1.25,1.3,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",737300
502,64,4,2391635,1,1,Rollover,Dry,Rain,Truck,Third-party,0,2,48,Good,2.2,1.0,1.25,1.5,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",1407700
465,130,8,2677770,2,1,Side,Dry,Clear,Sedan,Comprehensive,1,2,45,Good,1.3,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",763000
363,5,5,2563089,4,1,Rollover,Wet,Rain,SUV,None,0,3,62,Worn,2.2,1.3,1.25,1.3,1.15,Minor,Minor scratches,1497300
469,109,7,2857537,5,1,Head-on,Wet,Rain,Sedan,Third-party,0,0,51,Good,1.8,1.3,1.25,1.0,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1544500
936,96,5,501260,2,1,Rollover,Dry,Clear,Sedan,Comprehensive,1,0,49,Worn,2.2,1.0,1.0,1.0,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",660700
429,103,13,2392101,2,1,Head-on,Dry,Clear,Two-wheeler,None,1,1,59,Good,1.8,1.0,1.0,0.6,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",482100
8,126,6,856110,3,1,Pole,Wet,Snow,Two-wheeler,Comprehensive,1,2,54,Good,1.5,1.3,1.4,0.6,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",693700
156,117,0,2009375,4,1,Head-on,Dry,Clear,SUV,Comprehensive,1,0,58,Good,1.8,1.0,1.0,1.3,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1109200
542,82,14,380257,1,1,Side,Dry,Clear,Hatchback,Third-party,1,2,69,Bald,1.3,1.0,1.0,0.85,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",355800
441,13,8,2892631,2,0,Rear-end,Wet,Clear,Sedan,Third-party,1,0,57,Good,1.0,1.3,1.0,1.0,1.0,Minor,Bumper,318000
483,24,10,1417862,4,0,Head-on,Dry,Clear,Sedan,None,0,2,18,Good,1.8,1.0,1.0,1.0,1.0,Minor,Bumper,324100
423,132,7,1105113,3,1,Side,Dry,Fog,Two-wheeler,Comprehensive,1,1,49,Good,1.3,1.0,1.15,0.6,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",427900
779,76,3,2059980,2,1,Side,Wet,Clear,Sedan,Comprehensive,1,1,51,Good,1.3,1.3,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",543600
950,116,10,2034339,4,1,Pole,Dry,Rain,Sedan,Third-party,1,3,35,Bald,1.5,1.0,1.25,1.0,1.35,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1267400
335,100,14,1616189,5,1,Rear-end,Icy,Clear,SUV,Comprehensive,1,4,42,Worn,1.0,1.8,1.0,1.3,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1132100
577,34,9,2892536,4,1,Head-on,Dry,Clear,SUV,Comprehensive,1,4,57,Good,1.8,1.0,1.0,1.3,1.0,Moderate,"Bumper, Hood",809400
935,101,11,945194,1,1,Rear-end,Dry,Clear,SUV,None,1,1,67,Good,1.0,1.0,1.0,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",425800
568,42,4,333691,5,1,Pole,Dry,Rain,Sedan,Comprehensive,1,2,40,Good,1.5,1.0,1.25,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",246200
595,84,14,1361339,2,1,Head-on,Dry,Fog,Sedan,Comprehensive,0,1,21,Good,1.8,1.0,1.15,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",684600
531,133,5,619972,5,1,Rear-end,Icy,Rain,Sedan,Comprehensive,1,2,54,Good,1.0,1.8,1.25,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",971200
582,33,9,2839784,2,0,Side,Icy,Clear,Sedan,Comprehensive,1,0,23,Good,1.3,1.8,1.0,1.0,1.0,Moderate,"Bumper, Door Panel",646500
708,117,0,2224717,3,1,Side,Dry,Clear,Sedan,Comprehensive,0,2,34,Good,1.3,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",636700
449,140,6,1899792,2,1,Rear-end,Gravel,Clear,Hatchback,Comprehensive,1,1,51,Worn,1.0,1.2,1.0,0.85,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",672800
454,49,9,2702187,3,1,Rear-end,Dry,Fog,Hatchback,Third-party,1,1,31,Bald,1.0,1.0,1.15,0.85,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights",447300
229,55,11,2420539,1,1,Head-on,Dry,Rain,Sedan,Comprehensive,1,1,25,Bald,1.8,1.0,1.25,1.0,1.35,Moderate,"Bumper, Hood, Headlights/Taillights",998100
353,43,19,2427599,3,1,Side,Dry,Clear,Two-wheeler,Third-party,1,0,65,Bald,1.3,1.0,1.0,0.6,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights",333700
729,104,2,1421268,4,1,Head-on,Dry,Rain,Truck,Comprehensive,1,0,40,Worn,1.8,1.0,1.25,1.5,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1422500
213,86,2,1856518,4,1,Side,Dry,Clear,Two-wheeler,Third-party,1,4,70,Good,1.3,1.0,1.0,0.6,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",271700
80,140,16,1670073,1,1,Side,Dry,Snow,SUV,Comprehensive,1,0,52,Worn,1.3,1.0,1.4,1.3,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1579200
149,43,15,2985467,2,1,Side,Wet,Clear,Sedan,Comprehensive,1,1,51,Good,1.3,1.3,1.0,1.0,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",612600
303,57,5,842601,1,1,Side,Gravel,Clear,SUV,Comprehensive,0,2,28,Good,1.3,1.2,1.0,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",440400
629,67,1,845735,5,1,Side,Wet,Clear,SUV,Third-party,1,1,40,Worn,1.3,1.3,1.0,1.3,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",544900
778,44,9,1169807,3,1,Head-on,Dry,Clear,Truck,Comprehensive,1,0,48,Good,1.8,1.0,1.0,1.5,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",554400
507,39,2,589768,2,0,Rear-end,Dry,Fog,Hatchback,Third-party,1,2,59,Worn,1.0,1.0,1.15,0.85,1.15,Moderate,"Bumper, Door Panel",102300
343,73,2,2815419,2,1,Head-on,Gravel,Clear,Two-wheeler,Third-party,1,0,36,Bald,1.8,1.2,1.0,0.6,1.35,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",654200
486,18,11,2910469,5,1,Head-on,Dry,Clear,SUV,Comprehensive,1,3,29,Good,1.8,1.0,1.0,1.3,1.0,Minor,Bumper,779300
712,140,20,1383868,5,1,Rear-end,Wet,Snow,Two-wheeler,Third-party,0,4,32,Bald,1.0,1.3,1.4,0.6,1.35,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",880300
134,125,11,2461088,1,1,Head-on,Dry,Rain,Hatchback,Third-party,1,0,43,Worn,1.8,1.0,1.25,0.85,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1226300
704,8,0,2667555,2,0,Side,Dry,Fog,Truck,Third-party,1,2,24,Good,1.3,1.0,1.15,1.5,1.0,Minor,Minor scratches,516000
312,51,19,404195,4,1,Side,Wet,Clear,Sedan,Third-party,1,1,36,Good,1.3,1.3,1.0,1.0,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",300600
723,5,13,1005860,5,0,Side,Dry,Fog,Sedan,Comprehensive,0,3,47,Worn,1.3,1.0,1.15,1.0,1.15,Minor,Minor scratches,241300
630,52,17,2040534,4,1,Head-on,Dry,Clear,Hatchback,None,0,2,62,Good,1.8,1.0,1.0,0.85,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",471300
1,107,20,1268616,5,1,Rear-end,Wet,Clear,Truck,Third-party,1,4,48,Worn,1.0,1.3,1.0,1.5,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",939200
317,118,11,2465251,1,1,Pole,Dry,Rain,Sedan,Comprehensive,0,0,60,Good,1.5,1.0,1.25,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",985000
707,122,14,1716828,5,1,Rear-end,Wet,Clear,Two-wheeler,Comprehensive,0,4,30,Good,1.0,1.3,1.0,0.6,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",403900
548,36,9,671616,5,0,Side,Dry,Clear,Sedan,Comprehensive,1,2,27,Worn,1.3,1.0,1.0,1.0,1.15,Moderate,"Bumper, Door Panel",192600
873,94,7,1292382,3,1,Head-on,Icy,Rain,Sedan,None,1,1,24,Bald,1.8,1.8,1.25,1.0,1.35,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1879500
533,10,9,714600,1,0,Head-on,Dry,Clear,Sedan,Comprehensive,1,4,45,Good,1.8,1.0,1.0,1.0,1.0,Minor,Minor scratches,184100
478,48,5,1460248,3,1,Rollover,Dry,Fog,SUV,Third-party,1,1,33,Good,2.2,1.0,1.15,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",704800
405,16,20,373997,2,0,Rollover,Dry,Clear,Sedan,Comprehensive,1,2,21,Good,2.2,1.0,1.0,1.0,1.0,Minor,Bumper,203400
173,128,3,1243693,1,1,Pole,Wet,Rain,Sedan,Comprehensive,0,3,62,Worn,1.5,1.3,1.25,1.0,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1297500
126,112,16,2905831,1,1,Rear-end,Wet,Rain,SUV,Comprehensive,1,3,28,Worn,1.0,1.3,1.25,1.3,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1382100
395,62,13,2011646,5,1,Head-on,Gravel,Clear,Hatchback,Comprehensive,1,0,35,Bald,1.8,1.2,1.0,0.85,1.35,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",769500
421,13,5,958003,2,0,Rear-end,Dry,Fog,Sedan,Comprehensive,1,3,38,Worn,1.0,1.0,1.15,1.0,1.15,Minor,Bumper,139600
553,43,4,1216383,1,1,Head-on,Dry,Clear,Sedan,Third-party,1,1,18,Good,1.8,1.0,1.0,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",358000
904,23,4,2001243,5,0,Rear-end,Wet,Rain,Hatchback,Comprehensive,1,3,33,Good,1.0,1.3,1.25,0.85,1.0,Minor,Bumper,269200
91,16,9,2801002,4,0,Head-on,Wet,Rain,Truck,Comprehensive,0,0,33,Bald,1.8,1.3,1.25,1.5,1.35,Minor,Bumper,1659800
940,92,3,1821466,5,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,4,50,Worn,1.8,1.0,1.0,1.0,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",778000
182,86,12,412990,4,1,Rear-end,Dry,Clear,SUV,Comprehensive,1,0,20,Good,1.0,1.0,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",318200
275,103,6,2007017,1,1,Side,Icy,Rain,Hatchback,Third-party,1,0,20,Worn,1.3,1.8,1.25,0.85,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1199200
896,75,5,2479431,3,1,Head-on,Dry,Fog,Sedan,Comprehensive,0,2,28,Bald,1.8,1.0,1.15,1.0,1.35,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1074500
70,128,16,504366,2,1,Pole,Gravel,Rain,Sedan,Comprehensive,1,0,22,Good,1.5,1.2,1.25,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1022600
292,67,1,582017,2,1,Side,Dry,Clear,SUV,Third-party,0,0,44,Good,1.3,1.0,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",325600
132,96,12,1265188,3,1,Rear-end,Dry,Rain,Truck,Comprehensive,1,2,38,Good,1.0,1.0,1.25,1.5,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",649400
301,105,2,1882460,5,1,Rear-end,Dry,Clear,SUV,Comprehensive,1,0,54,Good,1.0,1.0,1.0,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",505800
425,87,18,2763160,5,1,Rear-end,Gravel,Rain,Two-wheeler,Comprehensive,1,0,48,Good,1.0,1.2,1.25,0.6,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",409900
327,66,2,2326683,4,1,Side,Wet,Clear,SUV,Third-party,1,2,58,Good,1.3,1.3,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",701000
145,117,19,703082,5,1,Rear-end,Dry,Rain,Truck,Third-party,0,3,31,Worn,1.0,1.0,1.25,1.5,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",920600
424,56,10,2316106,3,1,Rear-end,Dry,Rain,SUV,Comprehensive,1,1,25,Good,1.0,1.0,1.25,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",558200
581,137,9,519780,2,1,Rear-end,Wet,Clear,Truck,Third-party,1,1,58,Worn,1.0,1.3,1.0,1.5,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1014600
136,125,2,787510,2,1,Head-on,Icy,Snow,Truck,Third-party,0,1,43,Good,1.8,1.8,1.4,1.5,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",2765600
451,69,17,750930,2,1,Rear-end,Dry,Clear,Sedan,Third-party,1,1,68,Bald,1.0,1.0,1.0,1.0,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",304700
165,72,15,1409639,2,1,Rear-end,Dry,Fog,Truck,Third-party,1,4,65,Bald,1.0,1.0,1.15,1.5,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",722200
29,59,2,1273181,4,1,Side,Dry,Clear,Hatchback,Comprehensive,0,4,37,Worn,1.3,1.0,1.0,0.85,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",333200
774,136,14,2858704,2,1,Head-on,Wet,Clear,Hatchback,Third-party,1,3,40,Good,1.8,1.3,1.0,0.85,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1308900
194,133,10,715384,5,1,Side,Dry,Clear,Hatchback,Third-party,1,4,32,Good,1.3,1.0,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",506900
389,12,11,368920,5,1,Rollover,Dry,Rain,Truck,Comprehensive,0,2,70,Bald,2.2,1.0,1.25,1.5,1.35,Minor,Bumper,544900
853,33,6,1163349,3,0,Rear-end,Dry,Clear,Two-wheeler,Comprehensive,1,2,32,Good,1.0,1.0,1.0,0.6,1.0,Moderate,"Bumper, Door Panel",81300
170,120,8,2916241,5,1,Head-on,Dry,Fog,SUV,Comprehensive,1,4,32,Good,1.8,1.0,1.15,1.3,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1596500
706,138,20,1625569,3,1,Side,Icy,Clear,Truck,Third-party,1,0,55,Good,1.3,1.8,1.0,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1997000
141,55,17,2218596,2,1,Rear-end,Dry,Rain,Sedan,None,1,4,40,Bald,1.0,1.0,1.25,1.0,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights",564000
174,74,11,1801352,1,1,Head-on,Wet,Clear,SUV,Third-party,1,3,21,Good,1.8,1.3,1.0,1.3,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1069500
7,107,20,2020856,3,1,Head-on,Dry,Rain,Two-wheeler,Comprehensive,0,1,32,Good,1.8,1.0,1.25,0.6,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",650900
746,98,15,1850184,2,1,Head-on,Wet,Clear,Sedan,Third-party,1,0,60,Good,1.8,1.3,1.0,1.0,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",910200
479,65,2,630817,2,1,Side,Dry,Clear,Truck,Comprehensive,1,2,29,Good,1.3,1.0,1.0,1.5,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",368200
74,69,14,1979161,3,1,Side,Icy,Clear,Truck,Comprehensive,1,4,33,Good,1.3,1.8,1.0,1.5,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",1243500
911,67,16,1107744,2,1,Pole,Dry,Fog,SUV,None,0,0,30,Good,1.5,1.0,1.15,1.3,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",622300
814,140,4,2115111,5,1,Rollover,Gravel,Clear,Sedan,Comprehensive,1,3,69,Good,2.2,1.2,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1540400
239,52,7,1526134,1,1,Side,Dry,Clear,Two-wheeler,Comprehensive,1,0,41,Good,1.3,1.0,1.0,0.6,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",188900
146,66,16,501139,4,1,Rear-end,Dry,Fog,Sedan,Comprehensive,1,2,54,Bald,1.0,1.0,1.15,1.0,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",329700
793,71,9,2354376,1,1,Rear-end,Dry,Snow,Sedan,Comprehensive,1,0,25,Worn,1.0,1.0,1.4,1.0,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",543300
235,101,10,2028794,2,1,Rollover,Dry,Clear,Truck,Comprehensive,1,1,70,Good,2.2,1.0,1.0,1.5,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1387400
221,139,4,1166183,4,1,Rear-end,Dry,Clear,Sedan,Comprehensive,1,3,65,Good,1.0,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",493500
924,36,11,2274847,2,0,Rear-end,Icy,Clear,Two-wheeler,Third-party,0,2,45,Good,1.0,1.8,1.0,0.6,1.0,Moderate,"Bumper, Door Panel",280700
501,140,18,2231342,1,1,Side,Dry,Clear,Truck,Comprehensive,1,4,44,Worn,1.3,1.0,1.0,1.5,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1424600
133,133,9,854399,1,1,Pole,Dry,Fog,SUV,Third-party,1,2,19,Worn,1.5,1.0,1.15,1.3,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1202600
991,104,0,1171522,1,1,Rear-end,Dry,Clear,Hatchback,Third-party,1,0,46,Worn,1.0,1.0,1.0,0.85,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",316500
775,93,2,2230082,5,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,2,62,Good,1.8,1.0,1.0,1.0,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",715100
186,46,3,1281883,3,1,Side,Dry,Clear,Truck,Comprehensive,1,1,55,Good,1.3,1.0,1.0,1.5,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",378000
42,94,12,1919715,3,1,Side,Dry,Rain,Sedan,Comprehensive,1,3,63,Good,1.3,1.0,1.25,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",645400
697,135,1,395028,1,1,Rear-end,Gravel,Rain,Hatchback,None,0,3,58,Good,1.0,1.2,1.25,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",545200
109,67,2,1728080,1,1,Rollover,Icy,Clear,Sedan,None,1,1,64,Worn,2.2,1.8,1.0,1.0,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",1214500
589,10,10,1506123,4,0,Head-on,Gravel,Rain,SUV,Comprehensive,0,0,26,Good,1.8,1.2,1.25,1.3,1.0,Minor,Minor scratches,603900
57,110,2,789626,3,1,Pole,Wet,Clear,SUV,Third-party,0,3,24,Good,1.5,1.3,1.0,1.3,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",901400
406,117,1,2545239,1,1,Side,Wet,Clear,Sedan,Third-party,0,3,31,Good,1.3,1.3,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",895500
443,11,0,2026605,5,0,Head-on,Icy,Clear,SUV,Comprehensive,0,3,66,Good,1.8,1.8,1.0,1.3,1.0,Minor,Bumper,762300
